,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Internship_Experience,Placement
7893,97,5.05,5.15,8,9,5,1,0.0,0
7894,125,6.14,6.54,9,0,10,3,0.0,1
7895,123,9.28,9.71,7,1,7,3,1.0,1
7896,104,6.61,6.55,4,7,10,4,0.0,0
7897,98,7.37,7.82,5,10,10,1,0.0,0
7898,80,6.62,6.17,6,3,1,2,0.0,0
7899,106,7.98,8.26,2,8,6,4,0.0,0
7900,104,7.39,7.35,9,4,1,4,0.0,0
7901,86,6.6,6.59,2,0,1,1,1.0,0
7902,96,8.16,8.13,3,4,5,3,1.0,0
7903,109,7.35,7.08,9,8,1,1,1.0,0
7904,115,7.34,6.84,7,5,6,2,1.0,0
7905,81,8.43,8.49,6,7,6,4,1.0,0
7906,90,5.88,5.76,6,7,6,0,1.0,0
7907,87,7.81,8.27,9,5,3,5,1.0,0
7908,119,9.82,10.08,1,4,9,5,0.0,1
7909,98,6.1,6.09,8,5,5,1,0.0,0
7910,88,9.77,9.65,2,6,4,4,1.0,0
7911,86,6.43,6.17,6,5,3,0,0.0,0
7912,116,9.2,9.0,8,8,9,0,0.0,1
7913,86,9.68,9.33,6,4,9,3,0.0,1
7914,109,6.29,6.57,5,5,7,0,1.0,0
7915,109,7.17,7.66,5,1,2,5,0.0,0
7916,72,8.87,8.43,5,3,5,4,0.0,0
7917,68,6.78,6.79,6,8,2,5,1.0,0
7918,107,6.89,7.29,4,5,6,4,1.0,0
7919,110,7.5,7.29,3,7,10,3,1.0,0
7920,121,6.9,7.18,5,8,3,3,1.0,0
7921,103,6.47,6.42,9,2,2,1,0.0,0
7922,110,9.41,9.73,9,5,9,4,0.0,1
7923,103,8.46,8.56,5,8,2,4,0.0,0
7924,99,8.76,9.24,2,4,3,4,0.0,0
7925,112,6.15,5.77,10,4,2,0,0.0,0
7926,111,9.55,9.2,3,2,8,2,1.0,1
7927,96,6.76,7.23,6,4,8,1,1.0,0
7928,89,8.68,8.79,8,1,4,5,0.0,0
7929,93,5.98,6.29,4,7,3,5,1.0,0
7930,101,9.47,9.44,2,5,9,4,0.0,1
7931,106,6.57,6.99,9,0,6,4,0.0,0
7932,86,8.72,8.31,9,9,10,3,0.0,1
7933,84,6.46,6.7,1,6,9,0,1.0,0
7934,82,7.26,7.69,5,8,5,1,1.0,0
7935,90,5.54,5.16,3,7,4,4,1.0,0
7936,90,9.69,10.04,10,1,10,5,0.0,1
7937,87,8.52,8.82,2,5,5,5,0.0,0
7938,92,8.58,8.26,4,9,2,4,0.0,0
7939,87,7.65,7.84,8,10,6,0,0.0,0
7940,97,9.49,9.15,5,6,9,4,1.0,1
7941,113,6.42,6.15,7,6,6,1,1.0,0
7942,76,9.7,9.96,6,4,10,3,1.0,1
7943,68,9.5,9.08,8,8,7,2,1.0,0
7944,102,7.83,7.4,10,3,2,5,0.0,0
7945,118,7.18,6.78,9,6,2,4,1.0,0
7946,73,6.11,5.92,7,0,3,5,0.0,0
7947,116,6.97,7.39,6,10,10,4,0.0,1
7948,99,8.63,8.25,1,10,4,4,0.0,0
7949,83,9.79,9.33,6,7,9,1,1.0,0
7950,86,9.74,9.76,7,8,2,1,1.0,0
7951,88,8.28,7.95,3,4,7,3,1.0,0
7952,88,8.6,8.36,9,8,1,3,0.0,0
7953,94,8.53,8.56,4,3,4,4,0.0,0
7954,74,6.49,6.42,5,6,6,1,1.0,0
7955,103,8.36,8.38,8,1,7,4,1.0,0
7956,100,8.03,8.43,6,5,2,1,0.0,0
7957,95,5.39,5.73,2,2,1,1,1.0,0
7958,108,8.21,8.5,1,6,8,2,0.0,1
7959,111,8.03,7.67,10,3,2,5,0.0,0
7960,113,7.33,7.51,8,8,1,3,1.0,0
7961,95,9.45,9.93,3,6,3,4,0.0,0
7962,93,5.55,5.69,8,6,10,5,0.0,0
7963,107,5.89,6.03,6,5,6,5,0.0,0
7964,123,5.1,5.28,7,10,8,2,0.0,1
7965,107,8.97,9.43,6,10,1,1,0.0,0
7966,94,8.56,8.69,3,10,2,5,1.0,0
7967,127,8.67,9.06,7,7,1,0,0.0,0
7968,83,9.46,9.07,10,5,9,0,1.0,0
7969,94,9.95,9.49,4,2,8,2,0.0,1
7970,85,9.79,9.41,2,9,6,1,0.0,0
7971,85,7.09,7.2,2,5,7,5,1.0,0
7972,130,6.82,7.18,10,5,9,2,1.0,1
7973,114,7.0,6.89,10,3,1,3,0.0,0
7974,65,9.87,9.88,6,9,5,1,1.0,0
7975,112,8.78,9.0,6,7,2,1,1.0,0
7976,79,5.43,5.29,8,9,4,4,0.0,0
7977,71,9.17,8.7,4,0,8,4,0.0,1
7978,98,7.89,7.78,7,6,10,0,0.0,0
7979,108,8.73,9.17,9,8,5,4,1.0,0
7980,87,9.67,9.69,2,4,3,0,1.0,0
7981,93,8.73,8.9,2,5,6,0,1.0,0
7982,99,7.32,6.88,5,1,9,5,0.0,0
7983,101,5.78,5.44,10,9,5,1,1.0,0
7984,119,5.32,5.26,7,9,5,5,0.0,0
7985,88,8.33,8.43,10,6,3,3,1.0,0
7986,95,8.1,8.52,4,4,10,0,1.0,0
7987,100,7.46,7.5,8,5,6,0,0.0,0
7988,91,9.87,10.17,4,1,6,3,0.0,0
7989,97,6.22,6.14,9,8,7,2,1.0,0
7990,108,6.2,6.67,3,9,7,2,1.0,0
7991,103,8.81,8.57,10,3,5,5,0.0,0
7992,84,8.24,8.72,8,9,5,3,1.0,0
7993,105,9.12,9.21,7,8,1,5,1.0,0
7994,104,5.42,5.68,1,0,1,4,0.0,0
7995,96,8.81,8.52,10,9,1,2,0.0,0
7996,106,8.51,8.44,2,0,2,1,0.0,0
7997,113,7.19,6.7,5,1,8,4,1.0,1
7998,62,5.17,5.43,3,7,8,5,1.0,0
7999,102,8.09,8.08,9,2,6,4,1.0,0
8000,76,9.07,9.39,7,1,10,5,0.0,1
8001,109,6.73,6.68,10,3,8,2,1.0,0
8002,113,7.81,7.54,10,8,7,5,1.0,0
8003,116,6.52,6.04,2,9,10,0,0.0,0
8004,81,6.45,6.49,10,1,2,5,1.0,0
8005,112,6.1,6.26,4,1,10,3,1.0,1
8006,92,7.14,7.31,6,5,4,0,0.0,0
8007,103,8.45,8.85,6,9,6,1,0.0,0
8008,122,8.44,8.73,8,0,1,4,1.0,1
8009,99,6.73,6.3,10,3,7,1,0.0,0
8010,102,8.36,8.21,3,6,5,3,0.0,0
8011,118,6.99,7.39,3,7,5,5,1.0,0
8012,105,8.24,7.75,7,10,9,1,0.0,0
8013,116,6.71,7.06,6,0,10,0,0.0,0
8014,112,6.88,7.02,2,3,10,2,0.0,1
8015,86,6.39,6.8,6,3,7,1,0.0,0
8016,83,9.8,10.24,10,9,8,0,0.0,0
8017,117,6.83,7.1,6,3,8,4,0.0,1
8018,80,5.59,5.58,10,0,9,3,0.0,0
8019,110,6.39,5.98,5,4,1,1,0.0,0
8020,97,7.0,6.79,9,5,9,3,0.0,0
8021,92,5.27,4.97,6,8,10,2,0.0,0
8022,107,7.23,7.39,6,7,10,0,1.0,0
8023,114,5.2,5.7,5,5,3,0,1.0,0
8024,104,5.33,5.4,10,6,10,0,0.0,0
8025,102,8.47,8.29,1,3,9,2,0.0,1
8026,119,8.77,8.61,9,2,7,1,1.0,0
8027,95,7.62,7.73,5,9,3,5,1.0,0
8028,85,6.25,6.23,3,9,5,2,0.0,0
8029,112,6.72,6.4,1,6,4,2,0.0,0
8030,75,7.49,7.91,2,3,3,2,0.0,0
8031,79,9.53,9.15,6,1,2,0,0.0,0
8032,97,7.08,7.24,8,4,5,2,0.0,0
8033,89,8.57,8.17,4,0,10,2,0.0,1
8034,93,7.11,6.62,6,3,8,0,1.0,0
8035,105,9.92,10.11,6,0,2,2,1.0,0
8036,85,8.59,9.04,4,3,2,5,0.0,0
8037,130,9.68,9.79,1,9,5,3,1.0,1
8038,78,6.24,6.73,3,4,10,5,1.0,0
8039,111,5.85,5.71,6,4,10,1,0.0,0
8040,102,5.58,5.9,5,5,3,1,0.0,0
8041,106,6.15,6.47,9,9,5,2,1.0,0
8042,89,9.45,9.32,1,2,3,0,1.0,0
8043,113,7.58,7.66,3,9,1,2,1.0,0
8044,105,7.92,8.23,7,5,4,1,0.0,0
8045,90,8.86,8.64,5,0,5,2,1.0,0
8046,116,6.27,6.68,3,5,1,2,0.0,0
8047,91,5.74,5.63,1,10,6,4,0.0,0
8048,99,7.34,6.96,8,4,7,2,1.0,0
8049,106,7.59,7.28,4,3,6,0,0.0,0
8050,116,6.24,6.5,7,2,10,0,1.0,0
8051,93,6.81,6.63,4,7,5,4,0.0,0
8052,92,9.65,9.63,2,0,2,3,0.0,0
8053,127,8.49,8.19,4,1,2,0,0.0,0
8054,92,5.86,5.84,3,10,2,2,0.0,0
8055,106,7.26,7.46,6,5,7,0,0.0,0
8056,104,9.8,10.3,5,5,2,4,1.0,0
8057,77,9.7,9.23,1,3,8,2,0.0,1
8058,103,7.86,7.75,7,6,10,0,0.0,0
8059,87,8.8,9.28,6,8,10,4,0.0,1
8060,104,9.51,9.9,7,0,2,1,0.0,0
8061,96,7.39,7.69,6,1,2,5,0.0,0
8062,88,8.56,8.19,2,5,8,2,1.0,1
8063,118,9.82,9.46,5,1,7,5,1.0,1
8064,102,9.52,9.55,8,7,10,0,0.0,0
8065,92,9.87,10.0,4,7,5,4,1.0,0
8066,90,7.48,7.74,7,8,8,4,0.0,0
8067,119,5.97,5.82,7,6,2,4,0.0,0
8068,123,5.65,5.3,6,5,2,3,1.0,0
8069,96,7.57,7.79,4,10,10,4,0.0,0
8070,78,8.07,8.41,7,8,10,2,0.0,1
8071,90,6.23,6.27,9,10,5,1,1.0,0
8072,98,6.26,6.71,8,3,6,3,0.0,0
8073,91,9.8,9.6,3,9,5,0,0.0,0
8074,118,9.42,9.64,9,6,5,2,0.0,1
8075,116,8.43,8.21,4,8,3,0,1.0,0
8076,118,6.2,6.54,8,5,4,0,1.0,0
8077,95,5.04,4.87,2,2,10,5,0.0,0
8078,113,6.92,7.28,9,7,4,5,1.0,0
8079,108,9.83,9.68,7,4,4,4,0.0,0
8080,96,6.52,6.97,3,9,7,5,0.0,0
8081,104,7.86,7.58,4,6,7,5,0.0,0
8082,105,5.96,5.89,3,6,2,5,0.0,0
8083,99,7.33,7.0,8,2,3,0,1.0,0
8084,99,9.23,8.76,6,4,2,1,0.0,0
8085,81,7.64,7.84,4,8,6,1,0.0,0
8086,110,6.63,6.93,6,8,8,2,0.0,0
8087,100,5.55,5.19,7,9,4,2,0.0,0
8088,87,7.13,7.25,3,9,5,1,0.0,0
8089,106,5.9,5.57,9,8,5,2,0.0,0
8090,125,8.07,8.52,1,1,2,2,0.0,1
8091,97,7.69,7.96,5,3,5,5,1.0,0
8092,112,5.32,5.58,7,3,4,0,0.0,0
8093,96,6.43,6.35,7,1,5,3,1.0,0
8094,78,5.86,5.56,7,3,6,2,1.0,0
8095,105,9.85,9.42,7,9,7,2,1.0,0
8096,90,5.01,4.98,10,4,2,2,0.0,0
8097,95,9.75,9.64,10,6,8,2,1.0,1
8098,94,5.62,5.17,2,1,3,2,1.0,0
8099,80,6.42,6.58,5,3,6,4,1.0,0
8100,106,9.72,9.98,3,5,7,5,1.0,0
8101,100,5.92,5.66,1,3,10,5,0.0,0
8102,119,6.65,6.8,8,4,7,4,0.0,0
8103,103,6.8,6.34,6,2,4,0,0.0,0
8104,122,8.74,8.34,6,2,4,5,0.0,1
8105,107,9.86,9.47,9,10,3,0,0.0,0
8106,86,8.71,8.24,1,8,9,1,0.0,0
8107,85,8.73,8.39,7,6,7,3,0.0,0
8108,78,6.27,6.72,9,0,10,2,1.0,0
8109,90,6.91,6.78,7,4,3,1,0.0,0
8110,114,6.04,5.89,4,6,8,4,1.0,1
8111,96,7.09,7.25,9,10,1,3,0.0,0
8112,86,6.17,6.13,9,1,1,2,0.0,0
8113,88,7.62,8.09,6,9,1,2,0.0,0
8114,84,6.19,6.37,9,3,5,4,0.0,0
8115,101,8.9,8.57,8,4,8,0,1.0,0
8116,120,5.75,6.13,6,3,4,1,0.0,0
8117,111,6.79,6.71,8,4,7,2,0.0,0
8118,101,7.23,6.97,9,6,10,0,0.0,0
8119,97,6.55,6.79,5,5,9,1,1.0,0
8120,120,5.57,5.33,9,4,9,5,0.0,1
8121,91,6.87,6.96,8,10,3,4,0.0,0
8122,86,7.3,7.62,3,3,6,0,0.0,0
8123,70,7.63,7.59,8,3,8,4,0.0,0
8124,99,5.11,4.7,5,8,1,4,0.0,0
8125,120,8.94,8.66,3,7,5,1,0.0,0
8126,75,6.3,6.76,2,4,4,5,0.0,0
8127,73,6.83,6.66,1,2,8,5,1.0,0
8128,102,5.46,5.94,10,6,6,0,0.0,0
8129,102,9.59,9.67,9,0,5,5,0.0,0
8130,75,7.59,7.21,6,1,2,3,0.0,0
8131,100,7.05,7.35,7,4,5,3,1.0,0
8132,100,9.86,10.0,7,8,1,5,1.0,0
8133,101,6.25,5.79,4,3,1,5,0.0,0
8134,101,6.98,7.16,10,7,10,3,0.0,0
8135,108,5.4,5.69,3,9,6,0,0.0,0
8136,80,5.12,4.69,1,9,3,1,0.0,0
8137,85,9.16,8.81,4,7,9,3,1.0,1
8138,102,5.26,5.12,3,10,2,5,1.0,0
8139,92,6.71,6.73,8,0,2,0,0.0,0
8140,89,8.4,8.29,2,2,5,0,0.0,0
8141,79,5.15,5.02,7,0,10,0,1.0,0
8142,84,8.38,8.1,3,8,1,2,0.0,0
8143,86,7.65,7.93,6,1,5,2,1.0,0
8144,114,6.47,6.59,8,1,2,5,0.0,0
8145,77,9.63,9.46,9,3,7,4,0.0,0
8146,125,6.62,6.15,4,5,9,3,0.0,1
8147,88,8.93,9.22,9,1,4,3,1.0,0
8148,96,8.9,8.85,8,4,10,1,1.0,0
8149,93,8.35,8.65,10,2,5,5,0.0,0
8150,115,8.1,8.16,8,1,6,4,0.0,1
8151,112,9.43,9.52,8,9,1,2,1.0,1
8152,68,9.71,10.1,5,1,4,1,0.0,0
8153,104,7.01,6.92,1,3,6,0,1.0,0
8154,104,6.7,6.45,3,7,1,3,0.0,0
8155,108,8.65,9.06,1,2,1,3,0.0,0
8156,105,9.81,9.33,3,5,4,5,1.0,0
8157,91,8.97,9.19,2,1,9,4,0.0,1
8158,91,5.39,5.24,2,6,9,1,1.0,0
8159,82,7.11,7.36,2,4,9,5,0.0,0
8160,98,8.68,8.92,10,5,3,5,0.0,0
8161,108,8.11,8.44,1,4,7,3,1.0,0
8162,90,7.03,7.23,3,3,5,2,0.0,0
8163,81,7.98,8.22,8,2,9,5,1.0,1
8164,94,9.94,9.94,3,3,5,5,0.0,0
8165,117,6.63,6.51,5,2,1,3,1.0,0
8166,102,7.51,7.56,10,4,7,2,0.0,0
8167,100,8.29,8.57,10,3,9,1,0.0,0
8168,87,8.6,8.18,5,8,3,4,0.0,0
8169,60,5.03,5.12,4,3,1,1,1.0,0
8170,102,7.61,7.96,8,6,6,5,0.0,0
8171,107,8.61,8.32,4,6,2,2,1.0,0
8172,101,9.17,8.92,9,2,7,0,0.0,0
8173,67,9.74,9.99,1,5,9,4,0.0,1
8174,95,7.19,7.14,10,4,5,5,1.0,0
8175,104,7.56,7.48,9,1,1,2,1.0,0
8176,93,5.46,5.32,6,6,10,3,0.0,0
8177,92,6.7,6.81,8,3,9,1,0.0,0
8178,99,5.32,5.03,10,2,9,4,0.0,0
8179,69,9.15,9.48,8,9,5,5,0.0,0
8180,99,7.35,6.91,3,4,5,5,0.0,0
8181,78,5.55,6.01,10,2,7,3,0.0,0
8182,97,7.07,7.02,1,0,5,0,0.0,0
8183,93,7.86,7.77,9,2,6,2,0.0,0
8184,118,9.89,9.83,6,0,8,4,0.0,1
8185,113,5.33,5.18,8,9,8,2,1.0,1
8186,107,5.27,4.94,2,7,8,4,0.0,0
8187,132,7.41,7.31,9,2,8,1,0.0,0
8188,98,8.67,8.5,2,7,10,5,0.0,1
8189,100,5.23,4.91,2,5,1,2,0.0,0
8190,103,5.87,6.24,8,2,2,1,1.0,0
8191,92,9.49,9.84,8,10,6,5,0.0,0
8192,103,6.12,6.15,2,0,9,0,1.0,0
8193,108,9.16,9.31,7,2,1,1,1.0,0
8194,98,6.17,5.76,4,2,10,4,0.0,0
8195,108,9.58,9.27,7,8,3,4,0.0,0
8196,113,8.83,8.58,10,7,3,0,1.0,0
8197,106,7.6,7.78,4,2,5,1,0.0,0
8198,91,7.54,7.7,6,9,3,2,0.0,0
8199,103,7.02,6.64,7,8,6,1,1.0,0
8200,91,9.29,8.88,3,7,7,0,0.0,0
8201,86,5.56,5.58,3,9,2,3,0.0,0
8202,106,5.93,6.11,4,4,1,5,0.0,0
8203,122,8.28,8.12,10,6,2,2,1.0,1
8204,65,5.99,5.79,4,10,2,2,0.0,0
8205,94,6.06,5.95,10,4,1,5,1.0,0
8206,84,7.77,7.89,7,10,9,1,0.0,0
8207,110,5.04,4.6,1,0,4,1,0.0,0
8208,135,9.19,9.33,2,5,9,5,0.0,1
8209,118,7.59,7.62,1,0,7,5,1.0,0
8210,101,8.3,8.25,7,9,2,4,0.0,0
8211,86,9.39,9.38,8,1,6,1,0.0,0
8212,125,6.17,6.17,6,4,6,2,0.0,0
8213,96,7.7,7.63,5,9,9,5,0.0,0
8214,116,9.41,9.89,5,0,8,2,1.0,1
8215,94,7.76,7.34,2,6,10,2,0.0,0
8216,106,7.36,7.26,8,9,5,0,0.0,0
8217,77,8.62,8.48,4,6,5,4,1.0,0
8218,129,7.78,7.66,5,4,2,5,0.0,0
8219,120,8.05,7.72,8,4,4,4,0.0,0
8220,87,5.36,5.85,1,5,2,5,1.0,0
8221,105,6.28,6.63,8,1,1,2,0.0,0
8222,94,5.81,5.97,9,5,4,0,0.0,0
8223,86,9.5,9.09,7,9,9,0,1.0,0
8224,105,8.14,8.39,1,1,2,0,0.0,0
8225,82,9.12,8.76,2,0,10,3,1.0,1
8226,97,6.41,6.63,3,10,3,3,0.0,0
8227,99,6.96,6.88,9,2,3,0,0.0,0
8228,113,9.97,10.21,8,0,6,1,0.0,0
8229,97,8.48,8.37,7,9,9,0,0.0,0
8230,110,9.13,8.99,2,3,2,4,0.0,0
8231,85,6.5,6.88,1,10,9,4,0.0,0
8232,91,5.69,5.62,1,10,10,5,0.0,0
8233,91,9.25,9.02,2,5,2,2,0.0,0
8234,96,7.68,7.49,1,8,2,4,0.0,0
8235,68,8.0,8.26,3,2,6,1,1.0,0
8236,112,8.13,8.48,9,3,2,4,0.0,1
8237,98,8.82,8.41,10,6,2,4,0.0,0
8238,96,5.47,5.57,7,1,10,0,1.0,0
8239,84,8.43,8.4,1,4,1,0,1.0,0
8240,97,9.26,9.24,2,10,2,4,1.0,0
8241,121,7.15,7.54,6,0,4,5,1.0,0
8242,91,6.27,6.4,4,1,2,4,0.0,0
8243,93,7.48,7.43,7,0,6,3,0.0,0
8244,127,5.62,5.34,6,2,4,2,1.0,0
8245,96,6.86,6.99,4,9,5,4,0.0,0
8246,92,6.55,6.43,1,2,6,5,0.0,0
8247,114,8.15,7.95,8,6,3,2,1.0,0
8248,93,6.58,6.32,5,7,3,2,1.0,0
8249,126,8.9,8.49,6,0,9,5,0.0,1
8250,105,5.48,5.64,3,0,2,3,1.0,0
8251,99,8.67,9.09,3,0,10,2,1.0,1
8252,122,6.32,5.98,9,8,1,4,0.0,0
8253,104,7.15,7.09,10,9,10,5,0.0,0
8254,115,8.49,8.94,2,6,2,2,1.0,1
8255,126,5.67,6.12,4,2,2,5,1.0,0
8256,116,7.16,7.58,4,4,5,0,1.0,0
8257,87,9.97,9.84,10,8,7,5,1.0,0
8258,104,9.63,9.36,10,5,6,1,1.0,0
8259,86,5.53,5.48,3,6,9,3,0.0,0
8260,96,8.73,8.87,8,4,1,2,0.0,0
8261,120,5.92,5.88,2,10,10,5,0.0,1
8262,126,6.69,6.56,7,5,8,4,0.0,1
8263,123,9.78,9.89,8,7,1,4,0.0,1
8264,113,7.47,7.27,7,3,1,5,1.0,0
8265,104,6.61,6.69,5,6,6,1,1.0,0
8266,107,6.59,6.78,9,8,7,4,1.0,0
8267,106,6.93,6.45,2,1,7,4,1.0,0
8268,109,6.33,6.12,10,10,1,0,0.0,0
8269,109,9.02,9.21,7,8,9,5,1.0,1
8270,92,9.94,9.85,2,4,4,3,0.0,0
8271,124,9.74,9.85,8,4,9,4,1.0,1
8272,89,9.25,9.74,9,1,10,3,1.0,1
8273,81,5.55,5.16,3,8,4,5,1.0,0
8274,104,8.45,8.2,4,5,8,1,0.0,0
8275,82,9.2,8.95,2,3,9,5,1.0,1
8276,87,5.05,5.29,8,4,3,2,0.0,0
8277,113,5.14,5.31,9,5,2,0,0.0,0
8278,112,8.96,8.95,2,3,1,2,0.0,1
8279,76,5.47,5.93,6,5,8,0,0.0,0
8280,110,8.07,8.45,7,5,9,4,1.0,1
8281,132,5.19,5.62,8,3,4,2,1.0,0
8282,122,6.2,5.9,7,3,4,3,1.0,0
8283,112,7.47,7.08,1,5,2,4,0.0,0
8284,119,6.96,7.41,6,6,7,2,0.0,0
8285,116,6.95,7.39,8,1,5,1,0.0,0
8286,102,5.4,5.49,2,5,3,1,0.0,0
8287,106,6.64,6.31,2,9,10,2,0.0,0
8288,92,6.41,6.21,8,3,9,0,0.0,0
8289,111,5.29,5.59,6,9,7,2,0.0,0
8290,102,5.74,5.62,4,0,4,5,1.0,0
8291,122,8.16,7.74,4,4,2,2,0.0,0
8292,102,5.22,4.83,8,8,4,5,0.0,0
8293,95,6.65,6.51,4,0,4,5,0.0,0
8294,88,7.21,7.45,8,0,10,4,1.0,0
8295,96,9.44,9.52,5,3,2,0,1.0,0
8296,108,9.1,8.98,8,6,1,0,1.0,0
8297,99,5.26,5.12,2,0,9,2,0.0,0
8298,115,6.17,6.32,7,2,6,4,1.0,0
8299,88,8.4,8.47,4,5,6,4,0.0,0
8300,95,5.28,5.04,7,5,9,1,0.0,0
8301,81,6.8,6.62,4,3,1,4,0.0,0
8302,114,5.39,5.4,10,6,7,4,1.0,0
8303,109,7.2,6.89,2,7,1,2,0.0,0
8304,78,7.19,6.71,9,4,5,2,0.0,0
8305,98,9.66,9.47,5,7,4,4,1.0,0
8306,81,5.07,4.62,10,7,9,5,0.0,0
8307,139,8.76,8.29,9,2,2,1,0.0,0
8308,110,9.2,9.46,7,10,1,0,0.0,0
8309,94,6.97,7.13,10,10,4,1,0.0,0
8310,134,5.12,5.5,9,5,5,5,1.0,0
8311,90,7.25,7.06,3,2,5,4,0.0,0
8312,109,7.01,7.3,9,6,8,5,0.0,0
8313,117,6.8,7.06,7,9,10,1,1.0,0
8314,114,5.41,5.03,9,2,9,4,0.0,1
8315,119,5.73,5.25,8,4,8,2,1.0,1
8316,108,5.59,5.36,10,2,10,2,1.0,0
8317,120,5.5,5.79,1,2,7,2,0.0,0
8318,117,5.74,5.52,5,10,3,2,0.0,0
8319,110,7.79,8.25,1,1,4,4,0.0,0
8320,115,8.07,7.92,9,6,2,5,0.0,0
8321,103,9.97,10.09,5,2,1,4,0.0,0
8322,95,6.57,6.09,10,7,1,1,0.0,0
8323,101,5.8,5.91,7,8,1,0,0.0,0
8324,104,6.39,6.02,1,9,8,3,0.0,0
8325,106,5.29,5.42,3,3,6,4,1.0,0
8326,106,9.26,9.33,3,0,7,0,0.0,0
8327,73,9.26,9.12,7,0,9,2,0.0,1
8328,101,6.83,7.06,10,9,4,5,0.0,0
8329,92,6.55,6.48,1,2,7,0,1.0,0
8330,91,6.76,6.87,4,9,4,0,1.0,0
8331,111,5.31,5.52,5,6,3,0,1.0,0
8332,107,6.43,6.13,10,1,3,1,1.0,0
8333,110,5.11,4.94,8,10,7,2,0.0,0
8334,117,6.09,5.88,9,4,4,1,0.0,0
8335,108,8.9,8.96,1,8,7,4,0.0,0
8336,131,9.16,9.6,2,9,4,5,1.0,1
8337,108,5.0,4.7,6,8,7,3,0.0,0
8338,107,8.36,8.59,7,2,7,0,1.0,0
8339,93,7.87,7.75,2,9,9,3,1.0,0
8340,97,6.78,6.28,10,2,4,5,0.0,0
8341,89,9.71,9.72,1,5,7,5,0.0,0
8342,88,8.41,8.08,2,0,10,5,1.0,1
8343,90,5.39,5.74,9,9,8,0,1.0,0
8344,105,5.8,5.85,9,5,8,2,0.0,0
8345,91,7.59,8.02,8,5,2,1,0.0,0
8346,120,8.49,8.09,8,2,4,2,0.0,1
8347,86,7.61,7.99,7,6,7,0,1.0,0
8348,75,5.8,5.84,6,8,8,3,1.0,0
8349,117,9.88,9.84,6,3,8,0,0.0,1
8350,74,7.54,7.31,5,7,1,5,0.0,0
8351,94,9.11,9.31,3,6,6,4,0.0,0
8352,101,9.41,9.15,6,6,10,3,0.0,1
8353,122,6.45,6.86,2,8,4,5,0.0,0
8354,79,9.01,9.44,10,1,4,0,0.0,0
8355,66,5.23,5.53,5,0,7,5,1.0,0
8356,135,8.85,8.96,5,6,9,4,0.0,1
8357,85,7.41,7.07,1,10,6,2,0.0,0
8358,103,9.95,9.92,6,4,6,0,0.0,0
8359,90,5.05,4.81,9,4,9,5,0.0,0
8360,94,6.18,6.07,2,5,3,5,0.0,0
8361,96,6.93,6.91,6,4,8,1,0.0,0
8362,117,7.01,6.77,10,3,9,5,0.0,1
8363,98,6.36,6.64,8,8,7,5,1.0,0
8364,118,7.0,7.13,9,4,7,0,0.0,0
8365,105,8.23,8.39,8,1,2,2,1.0,0
8366,114,9.28,9.34,9,1,4,3,1.0,1
8367,80,7.46,7.86,3,0,6,1,1.0,0
8368,91,6.75,7.12,3,7,9,2,1.0,0
8369,119,5.76,5.74,6,1,6,0,1.0,0
8370,90,5.79,6.0,4,4,9,1,0.0,0
8371,76,6.92,7.0,8,4,5,2,0.0,0
8372,73,5.27,5.47,1,2,8,2,0.0,0
8373,100,8.3,7.93,10,6,3,3,1.0,0
8374,104,8.23,7.85,1,2,10,0,0.0,0
8375,106,9.26,9.17,7,5,7,2,1.0,0
8376,105,9.91,9.87,2,4,6,5,0.0,0
8377,93,5.12,5.53,4,4,8,3,0.0,0
8378,85,5.68,6.04,4,5,5,5,1.0,0
8379,101,8.85,9.02,6,0,6,4,0.0,0
8380,114,5.37,5.42,5,0,9,3,0.0,1
8381,67,8.34,8.61,1,4,2,4,0.0,0
8382,136,8.11,8.58,3,9,10,1,1.0,1
8383,105,5.68,5.56,3,6,4,2,0.0,0
8384,103,7.75,7.75,4,7,6,1,0.0,0
8385,110,9.78,9.49,1,0,8,0,0.0,0
8386,70,7.28,7.68,9,3,4,2,1.0,0
8387,78,7.25,7.47,10,7,9,2,1.0,0
8388,107,5.11,5.26,9,5,4,4,0.0,0
8389,93,6.17,6.61,10,5,4,0,0.0,0
8390,115,8.49,8.73,1,2,7,1,0.0,0
8391,91,5.56,5.22,2,2,7,1,0.0,0
8392,106,9.7,9.74,10,0,3,2,0.0,0
8393,93,8.31,8.68,6,4,3,2,1.0,0
8394,101,8.06,7.8,6,6,3,2,0.0,0
8395,72,6.97,7.37,1,7,9,4,1.0,0
8396,103,7.98,7.96,8,7,10,4,1.0,0
8397,94,9.5,9.78,5,9,2,5,0.0,0
8398,114,6.39,5.96,8,9,1,0,1.0,0
8399,96,7.92,8.11,10,5,8,0,0.0,0
8400,62,7.55,7.53,1,9,10,5,0.0,0
8401,85,5.5,5.14,2,6,9,1,0.0,0
8402,116,5.04,5.39,9,0,10,2,0.0,1
8403,77,8.06,8.35,2,5,3,3,1.0,0
8404,103,7.05,6.72,3,3,9,5,1.0,0
8405,108,7.97,8.45,1,8,6,3,1.0,0
8406,106,9.62,9.7,6,1,10,1,1.0,0
8407,102,6.78,7.12,10,2,10,5,0.0,0
